p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
4.46297577732096e-128	0.0269918598437164	1	1	2.23148788866048e-126	B	HALLMARK-MITOTIC-SPINDLE
5.34313583094518e-113	0.025778386625702	1	1	2.67156791547259e-111	B	HALLMARK-IL2-STAT5-SIGNALING
5.30258223638106e-93	0.0204087295329614	1	1	2.65129111819053e-91	B	HALLMARK-G2M-CHECKPOINT
9.74870044141085e-90	0.036379278390696	1	1	4.87435022070542e-88	B	HALLMARK-IL6-JAK-STAT3-SIGNALING
1.59387090655384e-80	0.039528126728205	1	1	7.96935453276922e-79	B	HALLMARK-TNFA-SIGNALING-VIA-NFKB
5.73646363228945e-72	0.0236255017023139	1	1	2.86823181614473e-70	B	HALLMARK-INFLAMMATORY-RESPONSE
1.228565046517e-71	0.0373122880457872	1	1	6.14282523258499e-70	B	HALLMARK-TGF-BETA-SIGNALING
1.79466389738259e-59	0.0247724815543511	1	1	8.97331948691297e-58	B	HALLMARK-APOPTOSIS
1.04535273890847e-54	0.0282365688682309	1	1	5.22676369454233e-53	B	HALLMARK-INTERFERON-GAMMA-RESPONSE
1.46187962755078e-47	0.0288097280841186	1	1	7.30939813775389e-46	B	HALLMARK-INTERFERON-ALPHA-RESPONSE
1.3487988973092e-38	0.0219957189096891	1	1	6.74399448654602e-37	B	HALLMARK-ALLOGRAFT-REJECTION
7.98510876586436e-37	0.0153875196455127	1	1	3.99255438293218e-35	B	HALLMARK-APICAL-SURFACE
3.81733737026462e-35	0.0233645790108938	1	1	1.90866868513231e-33	B	HALLMARK-PI3K-AKT-MTOR-SIGNALING
1.11981659936103e-32	0.0156245440111014	1	1	5.59908299680517e-31	B	HALLMARK-HYPOXIA
8.99762563999991e-30	0.00955377371340105	1	1	4.49881281999995e-28	B	HALLMARK-APICAL-JUNCTION
6.16850163350623e-25	0.0155086671256837	1	1	3.08425081675311e-23	B	HALLMARK-P53-PATHWAY
3.02224457431886e-24	0.00790801240578709	1	1	1.51112228715943e-22	B	HALLMARK-UV-RESPONSE-DN
7.91092963748276e-24	0.0199973935345681	1	1	3.95546481874138e-22	B	HALLMARK-UNFOLDED-PROTEIN-RESPONSE
9.04032785071596e-22	0.00620946572571857	1	1	4.52016392535798e-20	B	HALLMARK-ESTROGEN-RESPONSE-EARLY
1.81310882776293e-13	0.0127800715843263	1	1	9.06554413881465e-12	B	HALLMARK-MTORC1-SIGNALING
5.99333999733119e-13	0.00995782300710202	1	1	2.9966699986656e-11	B	HALLMARK-WNT-BETA-CATENIN-SIGNALING
1.6668437781464e-12	0.00723791041056576	1	1	8.33421889073198e-11	B	HALLMARK-MYOGENESIS
2.07896769394332e-12	0.0074260916710589	1	1	1.03948384697166e-10	B	HALLMARK-ANDROGEN-RESPONSE
3.41997927308816e-12	0.00870695744417782	1	1	1.70998963654408e-10	B	HALLMARK-HEDGEHOG-SIGNALING
5.11104755381077e-11	0.00572131758039651	1	1	2.55552377690539e-09	B	HALLMARK-KRAS-SIGNALING-UP
1.12140071509136e-10	0.00793292396152268	1	1	5.60700357545678e-09	B	HALLMARK-UV-RESPONSE-UP
2.65442417774212e-07	0.00431061711585734	1	1	1.32721208887106e-05	B	HALLMARK-HEME-METABOLISM
4.64057704938045e-05	0.00874173885804552	1	1	0.00232028852469022	B	HALLMARK-MYC-TARGETS-V1
0.000175856844246033	0.00760410412369694	1	1	0.00879284221230164	B	HALLMARK-PROTEIN-SECRETION
0.00105081030322799	0.000683250476722463	1	1	0.0525405151613993	B	HALLMARK-E2F-TARGETS
0.00138551717199809	0.00369957219875516	1	1	0.0692758585999044	B	HALLMARK-DNA-REPAIR
0.00154995965634279	0.00389652068515467	1	1	0.0774979828171394	B	HALLMARK-EPITHELIAL-MESENCHYMAL-TRANSITION
2.62177218534278e-65	0.0293788996973467	1	1	1.31088609267139e-63	T	HALLMARK-ALLOGRAFT-REJECTION
7.13002595397412e-40	0.00797117486204635	1	1	3.56501297698706e-38	T	HALLMARK-KRAS-SIGNALING-DN
1.09026502092138e-17	0.012766901084666	1	1	5.45132510460688e-16	T	HALLMARK-INTERFERON-ALPHA-RESPONSE
2.04523753936805e-17	0.00411417097371292	1	1	1.02261876968402e-15	T	HALLMARK-SPERMATOGENESIS
9.29727370561168e-17	0.00936677962933974	1	1	4.64863685280584e-15	T	HALLMARK-INTERFERON-GAMMA-RESPONSE
