p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
8.50414661766596e-53	0.00898417505167454	1	1	4.40514794795097e-50	CAF	NKX6-1-TARGET-GENES
7.07107055275709e-45	0.0250846952374543	1	1	3.66281454632817e-42	CAF	ZNF530-TARGET-GENES
1.32608915713031e-30	0.00691408628720419	1	1	6.869141833935e-28	CAF	MYF6-TARGET-GENES
6.93554249047714e-22	0.00500992203633061	1	1	3.59261101006716e-19	CAF	ZNF488-TARGET-GENES
3.14923851057498e-19	0.003601215302155	1	1	1.63130554847784e-16	CAF	ZNF112-TARGET-GENES
9.62536097886338e-18	0.00434138069528933	1	1	4.98593698705123e-15	CAF	MPHOSPH8-TARGET-GENES
1.19558034718876e-17	0.00403540018433013	1	1	6.19310619843776e-15	CAF	FOXF2-TARGET-GENES
1.40759224017818e-17	0.00531727461533865	1	1	7.29132780412297e-15	CAF	FOXC1-TARGET-GENES
1.7993000358173e-17	0.00491608508909908	1	1	9.32037418553362e-15	CAF	MCM5-TARGET-GENES
2.04341547851487e-17	0.00233212094427188	1	1	1.0584892178707e-14	CAF	ZNF354C-TARGET-GENES
1.92891861045945e-14	0.00259488696902216	1	1	9.99179840217994e-12	CAF	ZNF20-TARGET-GENES
4.21138783565408e-14	0.00623718562334052	1	1	2.18149889886881e-11	CAF	SOX15-TARGET-GENES
1.16787725928937e-13	0.00354608023516506	1	1	6.04960420311894e-11	CAF	ZNF157-TARGET-GENES
6.35774709326886e-12	0.00309472243992892	1	1	3.29331299431327e-09	CAF	ZNF548-TARGET-GENES
4.87325860064031e-11	0.00102797860619963	1	1	2.52434795513168e-08	CAF	CREBL2-TARGET-GENES
5.26417521353478e-11	0.00342100065508694	1	1	2.72684276061102e-08	CAF	PAX8-TARGET-GENES
1.88423658640384e-09	0.00250945849022488	1	1	9.76034551757189e-07	CAF	HOXD1-TARGET-GENES
8.86869468846059e-07	0.00279865758280736	0.402	0.417	0.000459398384862259	CAF	GTF3C1-TARGET-GENES
3.75220589090595e-06	0.00129793129997591	1	1	0.00194364265148928	CAF	LHX3-TARGET-GENES
8.07053015008879e-06	0.000461119163865376	1	1	0.00418053461774599	CAF	NUP214-TARGET-GENES
1.22632976048666e-05	0.00110840556452652	1	1	0.00635238815932089	CAF	NR4A2-TARGET-GENES
1.35988133854585e-05	0.00259666620860335	1	1	0.00704418533366752	CAF	ZNF354A-TARGET-GENES
2.77254192303364e-05	0.00212578349554249	1	1	0.0143617671613143	CAF	SIX4-TARGET-GENES
3.67834264813396e-05	0.000694351803736781	1	1	0.0190538149173339	CAF	NEUROD2-TARGET-GENES
3.84071622468456e-05	0.000790809090860378	1	1	0.019894910043866	CAF	NME2-TARGET-GENES
5.38722430225224e-05	0.00348958082492501	1	1	0.0279058218856666	CAF	SYNCRIP-TARGET-GENES
0.000102725336487475	0.00221773828695493	1	1	0.0532117243005118	CAF	ZNF585B-TARGET-GENES
0.000153971071065377	0.00154515659248577	1	1	0.0797570148118651	CAF	LMX1B-TARGET-GENES
0.00192569429583253	0.002615709530981	1	1	0.997509645241252	CAF	CDX1-TARGET-GENES
0.00255158704610752	0.00182207968725984	1	1	1	CAF	NFE2L3-TARGET-GENES
0.00289220715573176	0.00131630346492728	1	1	1	CAF	TCOF1-TARGET-GENES
0.00474311802530692	0.00251962756301899	1	1	1	CAF	ZNF354B-TARGET-GENES
0.00514198765611626	0.00103119262096873	1	1	1	CAF	PRDM5-TARGET-GENES
0.00965858631732652	0.00116899082692934	1	1	1	CAF	ZNF547-TARGET-GENES
3.36327229705232e-60	0.0115870524452578	1	1	1.7421750498731e-57	NAF	UBE2I-TARGET-GENES
4.09009634816164e-50	0.012184015863928	1	1	2.11866990834773e-47	NAF	LAMB3-TARGET-GENES
5.18382713684357e-50	0.00415081674024892	1	1	2.68522245688497e-47	NAF	FOXJ2-TARGET-GENES
9.73144271756273e-48	0.0157464008079268	1	1	5.04088732769749e-45	NAF	HJURP-TARGET-GENES
1.2391672480291e-46	0.00528249110851059	1	1	6.41888634479072e-44	NAF	COBLL1-TARGET-GENES
2.43655737542541e-41	0.00750475425749497	1	1	1.26213672047036e-38	NAF	GTF2A2-TARGET-GENES
5.1023783134034e-40	0.00417748007146856	1	1	2.64303196634296e-37	NAF	SIPA1-TARGET-GENES
6.76555732356129e-39	0.00401658740831423	1	1	3.50455869360475e-36	NAF	WRNIP1-TARGET-GENES
3.32094940489812e-38	0.00273103176561623	1	1	1.72025179173723e-35	NAF	RLF-TARGET-GENES
3.48423792496115e-38	0.00425619389120202	1	1	1.80483524512988e-35	NAF	CIC-TARGET-GENES
1.01117112005846e-37	0.00427732621708432	1	1	5.23786640190281e-35	NAF	DBP-TARGET-GENES
1.70152086348434e-37	0.00568833439099725	1	1	8.81387807284886e-35	NAF	KDM1B-TARGET-GENES
3.52875328766803e-37	0.00365869558244791	1	1	1.82789420301204e-34	NAF	ALKBH3-TARGET-GENES
1.54099038339257e-36	0.00371345947889351	1	1	7.9823301859735e-34	NAF	PTPRA-TARGET-GENES
6.17479028366181e-36	0.00364177382762843	1	1	3.19854136693682e-33	NAF	ZNF667-TARGET-GENES
6.77279654818497e-36	0.00520353918201799	1	1	3.50830861195981e-33	NAF	ZNF830-TARGET-GENES
7.02550240516036e-36	0.00331460206846812	1	1	3.63921024587306e-33	NAF	ZBTB7B-TARGET-GENES
7.48537045471408e-36	0.00345720575576713	1	1	3.87742189554189e-33	NAF	BARX2-TARGET-GENES
9.88886209546868e-36	0.00583816208577187	1	1	5.12243056545277e-33	NAF	RUVBL1-TARGET-GENES
1.81468445974413e-35	0.00368978136411413	1	1	9.4000655014746e-33	NAF	ZBTB12-TARGET-GENES
2.60072905579062e-35	0.00317385060953024	1	1	1.34717765089954e-32	NAF	ZNF260-TARGET-GENES
1.89247531139255e-34	0.00371380866842996	1	1	9.80302211301342e-32	NAF	ZC3H11A-TARGET-GENES
2.17492406648432e-34	0.00388836922840818	1	1	1.12661066643888e-31	NAF	CDC73-TARGET-GENES
3.86465396357474e-34	0.00561788695811805	1	1	2.00189075313171e-31	NAF	GTF2E2-TARGET-GENES
4.7590163255619e-34	0.00253549715417772	1	1	2.46517045664106e-31	NAF	ID2-TARGET-GENES
1.12757050645395e-33	0.0026522683619904	1	1	5.84081522343146e-31	NAF	DIDO1-TARGET-GENES
1.48970842809314e-33	0.00553087286287246	1	1	7.71668965752246e-31	NAF	HSF2-TARGET-GENES
2.56227952917877e-33	0.00402640811089366	1	1	1.3272607961146e-30	NAF	DNMT3A-TARGET-GENES
4.22434720689218e-33	0.00303269765447511	1	1	2.18821185317015e-30	NAF	ZNF711-TARGET-GENES
5.59646223700455e-33	0.00903620965549068	1	1	2.89896743876835e-30	NAF	PSMB5-TARGET-GENES
7.44516112257676e-33	0.00697840817958606	1	1	3.85659346149476e-30	NAF	DROSHA-TARGET-GENES
2.07330335793284e-32	0.0039415290173424	1	1	1.07397113940921e-29	NAF	DLX6-TARGET-GENES
2.13771001596728e-32	0.00447373086038949	1	1	1.10733378827105e-29	NAF	NPM1-TARGET-GENES
4.43217784538605e-32	0.00332769454580117	1	1	2.29586812390998e-29	NAF	UBP1-TARGET-GENES
8.24067123206656e-32	0.00302741710660237	1	1	4.26866769821048e-29	NAF	ZSCAN31-TARGET-GENES
9.80169431673466e-32	0.00541821772383716	1	1	5.07727765606855e-29	NAF	SETD7-TARGET-GENES
1.0927164346572e-31	0.00484716051293599	1	1	5.66027113152431e-29	NAF	ZBTB5-TARGET-GENES
1.44073705176654e-31	0.0039630238478523	1	1	7.46301792815067e-29	NAF	CIITA-TARGET-GENES
1.62799946003853e-31	0.00373949988683153	1	1	8.43303720299958e-29	NAF	NFRKB-TARGET-GENES
2.99893789109867e-31	0.00437719894437055	1	1	1.55344982758911e-28	NAF	ZNF595-TARGET-GENES
3.37451982650539e-31	0.00322860459229379	1	1	1.74800127012979e-28	NAF	TEAD2-TARGET-GENES
9.56904082366827e-31	0.00352239881288796	1	1	4.95676314666016e-28	NAF	RORA-TARGET-GENES
1.0084437567735e-30	0.00336793027893778	1	1	5.22373866008675e-28	NAF	ELF2-TARGET-GENES
1.22376574690371e-30	0.003233692836209	1	1	6.3391065689612e-28	NAF	DLX4-TARGET-GENES
1.25244403507607e-30	0.00266233987525399	1	1	6.48766010169407e-28	NAF	ZNF660-TARGET-GENES
1.77908680499457e-30	0.00310294820843693	1	1	9.21566964987185e-28	NAF	BARHL1-TARGET-GENES
1.95518287693911e-30	0.00371997836174698	1	1	1.01278473025446e-27	NAF	BANP-TARGET-GENES
2.24437136417233e-30	0.00349783254759828	1	1	1.16258436664127e-27	NAF	SUPT20H-TARGET-GENES
2.65055742931291e-30	0.00324861191192616	1	1	1.37298874838409e-27	NAF	SETD1A-TARGET-GENES
3.15317321008923e-30	0.00266701325897345	1	1	1.63334372282622e-27	NAF	GLI4-TARGET-GENES
5.73538200124045e-30	0.00380490631169578	1	1	2.97092787664255e-27	NAF	ZNF37A-TARGET-GENES
6.47578057352371e-30	0.00254677750502136	1	1	3.35445433708528e-27	NAF	ID1-TARGET-GENES
9.54431954953881e-30	0.00196301838450352	1	1	4.9439575266611e-27	NAF	RYBP-TARGET-GENES
1.82376360313022e-29	0.0033525636579021	1	1	9.44709546421452e-27	NAF	ZFHX3-TARGET-GENES
2.54605213355246e-29	0.00270164733303346	1	1	1.31885500518018e-26	NAF	HOXA1-TARGET-GENES
2.97422174184034e-29	0.00264288066281265	1	1	1.5406468622733e-26	NAF	AHRR-TARGET-GENES
3.96008547887517e-29	0.00270070285975982	1	1	2.05132427805734e-26	NAF	ZNF579-TARGET-GENES
5.30820209537331e-29	0.00283176233533	1	1	2.74964868540337e-26	NAF	GLI3-TARGET-GENES
7.47350687330039e-29	0.00382805476799619	1	1	3.8712765603696e-26	NAF	ZNF101-TARGET-GENES
9.36652530941761e-29	0.00291336278351151	1	1	4.85186011027832e-26	NAF	FEV-TARGET-GENES
1.51731986227492e-28	0.00567436645997221	1	1	7.85971688658409e-26	NAF	TERT-TARGET-GENES
1.96095877061904e-28	0.00291532066325284	1	1	1.01577664318067e-25	NAF	MORC2-TARGET-GENES
2.28728386904256e-28	0.00336000967088568	1	1	1.18481304416405e-25	NAF	PRKDC-TARGET-GENES
2.36034007411515e-28	0.0028481071009207	1	1	1.22265615839165e-25	NAF	SUMO1-TARGET-GENES
2.63283430339373e-28	0.00290781851088717	1	1	1.36380816915795e-25	NAF	PITX1-TARGET-GENES
2.76849973435148e-28	0.00301830762530747	1	1	1.43408286239407e-25	NAF	INSM2-TARGET-GENES
2.82523321127472e-28	0.00216464882815953	1	1	1.46347080344031e-25	NAF	ZNF766-TARGET-GENES
3.44333707125636e-28	0.00225476282732839	1	1	1.7836486029108e-25	NAF	FOXN3-TARGET-GENES
3.7863167502996e-28	0.00247076310839223	1	1	1.96131207665519e-25	NAF	NKX2-5-TARGET-GENES
4.40221615348333e-28	0.00353373854437722	1	1	2.28034796750436e-25	NAF	ZNF581-TARGET-GENES
5.61188513695295e-28	0.0124533521842407	1	1	2.90695650094163e-25	NAF	EGFR-TARGET-GENES
6.0803777948909e-28	0.00446523381244235	1	1	3.14963569775349e-25	NAF	ZNF669-TARGET-GENES
8.12238384642085e-28	0.00369287554093289	1	1	4.207394832446e-25	NAF	ZNF250-TARGET-GENES
1.02043507616807e-27	0.00361460563017579	1	1	5.2858536945506e-25	NAF	HOXD11-TARGET-GENES
1.14878019478581e-27	0.00758415978330262	1	1	5.95068140899051e-25	NAF	CTR9-TARGET-GENES
2.54091951830704e-27	0.00337074465081327	1	1	1.31619631048305e-24	NAF	ZNF708-TARGET-GENES
3.16585878004591e-27	0.00254278288924958	1	1	1.63991484806378e-24	NAF	NKX2-2-TARGET-GENES
4.56033710042075e-27	0.00260377216556318	1	1	2.36225461801795e-24	NAF	BRCA2-TARGET-GENES
5.38149943640838e-27	0.00368622285955766	1	1	2.78761670805954e-24	NAF	MCM3-TARGET-GENES
5.90774405875439e-27	0.00195042165329634	1	1	3.06021142243477e-24	NAF	ZNF2-TARGET-GENES
